temperature_2m	relativehumidity_2m	direct_radiation	diffuse_radiation	windspeed_10m	cloudcover	season
0.11655273287313947	-0.023176495085249105	-0.4030940279438947	-0.12999088141111398	0.003748176460435959	0.00892844753631769	0.019692123270841355
0.1352837022299895	-0.018369319243021875	-0.40756626353854414	-0.13522110149359065	0.004547188894311216	0.00845208506214612	0.020781807964438348
0.12779554930714276	-0.013089123313061335	-0.41054530146849394	-0.1378772315569678	0.0007680077452026368	0.007996595119377559	0.02323180479703363
0.11510954694703028	-0.011222692590580063	-0.4019795309934385	-0.12720238567403677	0.000181577244524056	0.00870833303297508	0.026966254937106637
0.11742879015315703	-0.02835437419202838	-0.3886453318209403	-0.12419777218958489	0.008799163156829326	0.008344151629912755	0.02132374111437596
0.12186755565859617	-0.02134328625479151	-0.3853075644286545	-0.1261518536717263	0.005509249894921464	0.009027414428164432	0.021982938907423533
0.13283433064648573	-0.021802413871164605	-0.38514534997534755	-0.12062339261491964	0.007850810564634075	0.009089269216226992	0.022607280867444235
0.12120382386837823	0.0014052681093236208	-0.40591508894687817	-0.1266351832386594	-0.009180551558638894	0.0078848115249337	0.033470791771655684
0.12342395692263788	0.0038662498728676	-0.39011968559339627	-0.12527609616723576	-0.0005933046559824517	0.010981160032332932	0.03736419593272633
0.12924464479055128	0.0038354641694204328	-0.385896099277527	-0.12192982763583812	-9.708258474475095e-05	0.011198457782231608	0.03864035015591416
0.12709759211834382	0.0029881799802864706	-0.3891293068146905	-0.12239357728585223	-0.003628431985318925	0.009484864534574755	0.03668731553160076
0.12221351205304656	0.002406747883535759	-0.3929158819062191	-0.11950848850946327	-0.003435887785768199	0.009618092461274153	0.04317665659118042
0.09189040432994235	0.0035929923853115497	-0.3856868138372819	-0.11769532756948772	-0.006213582094480197	0.009174185829263437	0.04887441982983587
0.07969428414462673	0.0014360200693420977	-0.37763896214866943	-0.11655448058847845	-0.0028405935272211857	0.010415249123242515	0.05254116939313147
0.08484485931724627	-0.030789622620507412	-0.34039707112286843	-0.09134051706547483	0.010844332028588893	0.01064495173282426	0.029830996400919407
0.12514711133413922	-0.02497416293472296	-0.3429187131180307	-0.08911354296548249	0.021322788408952797	0.003943547325076485	0.02419986573317956
0.13039025937048834	-0.029244643208334337	-0.33025787783001204	-0.09353002965158327	0.017169133065705472	0.01018694901811934	0.026075167293238
0.11270927989530591	-0.005841924637895096	-0.32742812558144263	-0.09509258714303079	0.0024245858053919545	0.012059230960134754	0.03572894295218709
0.07314584478613029	-0.013688267456161918	-0.319193232101811	-0.09123525997449233	0.014724416900129267	0.004380828819096877	0.03888605502361597
0.06101843335901733	0.001460183767946932	-0.36595120166103523	-0.08733386577701119	0.00633776032522404	-0.009634857286401066	0.03569593463990023
0.08739926142560817	-0.0012021017775495635	-0.3106804106727782	-0.09240930124921767	-0.0012774109200806016	0.010001171887009996	0.04511485918742081
0.10365267923229776	-0.0005363611346622943	-0.30089546383818194	-0.08378643713165851	0.0008653536634423142	0.011002299802689075	0.04385235897924156
0.08258091144450619	0.0035208334471204805	-0.2881477176204097	-0.08182165660505578	-0.000493947033949893	0.012345545097401794	0.051212559908504374
0.021232274640028442	0.0018960723634018073	-0.2911752031011926	-0.08215503355533427	0.017914689473998574	0.015719529034071922	0.07949202178034065
0.04753613965004566	0.002545731856150757	-0.28269098614839305	-0.07913328693694618	-0.0004298674300697025	0.011283929273574828	0.05673552263210602
0.08945965584518967	0.001561979488560128	-0.27142831132309553	-0.07699816688227756	0.00015629750086522398	0.012307711385265083	0.05613269480216071
0.10143754312928797	0.00246223170203963	-0.2773257579513605	-0.07733092818297538	-0.003465479855422726	0.010292157813422131	0.04668495692939634
0.09009851701931476	0.002739279592817584	-0.2747054585479166	-0.07649625034056828	-0.007215272646934695	0.009814005573475254	0.0469972728416147
0.09832860951883207	0.004147208424658003	-0.2597379213808087	-0.06719169433614161	0.001217943398104826	0.012118845185693866	0.05179750350675488
0.10507498104782859	-0.0007985579750149213	-0.24005373591461399	-0.06589479477346712	0.00601028459331579	0.01268419367707918	0.04506943435970476
0.07498216216179951	0.006065013093572047	-0.24166786221970776	-0.06444106971916799	0.00043875324185067843	0.013646131594136607	0.05786009999095712
0.03289976966907099	-0.003178665645493628	-0.23431936462025463	-0.05987775032787074	0.011665067118116212	0.019571619184338918	0.08414362161439015
0.049912022779741536	-0.0018028779513897114	-0.22700454130888298	-0.058542650510371025	-0.0004284176465259859	0.011537850266646305	0.06667585812119656
0.056138490759104265	-0.002571117467429024	-0.2220309901341973	-0.059044798016213734	9.735350403004828e-05	0.010916505311492061	0.06047918667514085
0.06655143828191605	0.002784102006898548	-0.1989185381875846	-0.04706886984537015	0.0010808549027044312	0.01529579520344626	0.0627384538587302
0.09159218646308774	-0.0023707090416118515	-0.1795489083885799	-0.04619473327198241	0.00512078183332601	0.013057862822551926	0.05193636937524676
0.06441038216546682	0.00279290494927896	-0.165579612511979	-0.04005314586343586	0.005248972019905221	0.01359670650381848	0.05935718591228675
0.06254713333232292	-0.002448277869845139	-0.16780937756580927	-0.03879460863186297	-0.0032262740525077355	0.018311513423528658	0.044807296044330425
0.09488545367876387	0.002075019880783985	-0.18256797570389707	-0.043353563618867816	0.0016420716068244606	0.0037876074198358103	-0.026009225996433127
0.0025582321968762867	-0.023628976834320636	-0.20061287720257914	-0.04857250682189079	-0.005880625391155941	0.0009879316584802122	-0.060590373184586155
0.010344420734000423	-0.022825062150464315	-0.21732880892842174	-0.034205185294340634	0.004512748449845283	0.00016831174335207866	-0.05257911165725532
0.06722353157530261	-0.003431625444670669	-0.2604017704994579	0.03934937159000175	-0.0006128481700598959	-0.004082982750958392	-0.030441255988835375
0.0597377504526459	-0.012556745227558466	-0.24306041741387568	-0.004244688484573572	-0.006638309627118824	-0.0008578377069569793	-0.037835882848327396
0.056497582213557385	-0.021840257189270948	-0.15440915439713826	-0.03410302144536334	-0.003299213388039776	0.004618737666063855	-0.0368382902918597
-0.01686430194521285	-0.03381461114640662	-0.14398818090090595	-0.028678125083505604	0.000660886617143086	0.00401435671156837	-0.049840509332551186
-0.04492514822192535	-0.022566646138617447	-0.12162807879166791	-0.01659661249729416	-0.004246201373799496	0.00571058151129758	-0.05123266245586078
-0.030083084202536123	-0.009663310908485975	-0.0994319981912681	-0.019337052404105354	0.001129559530357871	0.007252967850466627	-0.04008478105950175
-0.015594333353363195	-0.011198971173813695	-0.08302349421431549	-0.012149178537057659	0.003823474391598844	0.008511727614274808	-0.032950385240851046
-0.03377470839279632	-0.009787925946204548	-0.07908382115196458	-0.007228546316665904	-0.0009671298212301921	0.00880004530101626	-0.03642967297777845
-0.012078447738361475	-0.006620703835900507	-0.058119506318825294	-0.004931167892158826	0.003848046696450322	0.010955019521959042	-0.026377563990883382
0.02214707219582688	-0.027807030357593614	-0.03855711077808595	0.002454841768068731	0.0057673006454049165	0.00987766983817109	-0.026669865108639914
0.05875462391881897	0.0059751280804741305	-0.021241426299056357	0.007287311550345878	-0.0002938306587225853	0.016966986158820557	0.005600886129076416
0.06485628354744433	-0.0004722162170165897	-0.015005683249460756	0.013612301615724555	-0.0003562755382975555	0.007834806064647211	0.0036169728016836877
-0.02907104103508626	-0.006353812080477113	0.0027211486056391504	0.005523672011771643	-0.00645749273053987	0.01110550594392588	-0.02046976820479639
-0.062025021602471066	-0.016898587217847018	0.0049698997153959715	0.02041296708793334	-0.001080853731149068	0.009598989234770854	-0.025120011451917
-0.02898678069844607	0.005662622652786359	-0.13123884374170336	0.041034534311329446	-0.004241218240149183	-0.02880477184191703	-0.027002277522498508
0.03156879683164471	0.0035146925748883173	0.10136509751947897	0.0376760882450904	0.007472215849701175	0.02140413787390094	0.0107719965712266
-0.025196095714875757	-0.008595604618884006	0.125265214223591	0.03405142156104164	0.008625195951111178	0.018383573335481185	-0.0009211170527751444
0.018059902892017872	0.007076183924448108	-0.13208513759459853	0.07626696333489487	-0.008026191256040385	-0.035921876115691	-0.013500999507344708
0.0735358354409196	-0.007368381691443049	0.11935499316202458	0.03354495094684676	-0.004559497334446716	0.020682251074752134	0.02044231962362042
0.08927522978180585	0.015152087205363374	0.08507674093626846	0.05935441387952217	-0.0025777077757487	0.0198365771230834	0.03142199663741435
0.06342717642254764	0.007744088963965473	0.18072373091730518	0.04412895515340454	0.003482111959247136	0.02624086183272356	0.030519921624711233
0.06344990621673505	0.006629640054253705	0.07113553104827694	0.14406904311288168	0.00588709709119517	0.02214214707439366	0.01982616136942994
0.11040230864459954	0.004612236074642256	0.1868684344204954	0.043364581099309685	0.002837755673925191	0.029220131974677765	0.04303914462374264
0.09238286291036475	0.008852683997038951	0.08912460247213332	0.08952128458402413	0.0012703732950317126	-0.09931509723648599	0.0419800239857934
-0.06917228599127587	-0.002731690598484708	-0.026826168907556035	0.06684019444007182	0.001810151786338584	-0.03318855990139512	-0.024458112613563454
0.043829025826914086	-0.021813065425129202	0.18987031274886987	0.03692930615801354	0.002683435527601863	0.02427252859046336	0.02624524624365454
-0.0020781499731580833	0.011631782539165858	0.24297028783474306	0.04769267719473791	0.0016187556585015306	0.030520932508054738	0.02732277782089043
-0.06120217933345007	0.02031288202427442	0.28380075705705593	0.05477911623979939	0.0013664424674421083	0.023628046463992608	0.018494429894999165
-0.1356972405349945	0.02031646914667143	0.2937039892181839	0.07065335023084862	0.004137972013595642	0.027799137604586632	0.0031292732565205705
-0.12197458141920726	0.0021553402775569067	0.058732523434459366	0.0717164586745346	-0.062485880682222585	-0.031250215348216856	-0.027847152813779474
0.1435815234810409	-0.05591113585991997	0.3229064594753288	0.05623819009707054	0.0014804971526970467	0.03202271924916822	0.04692374500409746
0.0875705313756634	-0.03924111833653596	0.3386062093598875	0.056469259237744596	-0.003395941341834352	0.03258142256242369	0.030158331136128258
0.09704969343136127	-0.031347696031651995	0.3790464370846357	0.06182864466090837	-0.0028746022814727656	0.03455897087751625	0.02979152939352847
0.064153149922689	-0.015716487856510142	0.39380331242156513	0.05945618284370724	-0.004845813277072619	0.03287240036391781	0.023354837331436507
0.02119258075647895	0.015328646626253328	0.4110456857027945	0.05789796508245609	-0.0016367172596527257	0.03295497196181085	0.02939155766299495
0.0023021063599801828	0.00501625942274786	0.4057274763267286	0.06041541076576873	-0.005047440044548102	0.03392306545474277	0.01959885245947146
-0.009870529310253118	0.02188278304550828	0.44717963759043206	0.057641002396800534	-0.0006597643835194456	0.03375076544742589	0.024330070935690395
-0.06690063896903983	0.021620354075660264	0.43613791160864424	0.06193248010373187	0.002997682774715821	0.03414749122152089	0.012282939902202916
-0.12038963986828996	0.011887130350510727	0.4214208309747111	0.05415743144581592	-0.007187145583234356	0.0356046156718309	-0.0027339092842326718
-0.1566842442273665	-0.00045319785256778267	0.38682104210524476	0.0496422824995752	0.011132344947279799	0.04052130484312433	-0.007207940960727965
0.0031962792757904007	-0.06666802419674989	0.10234706190505806	0.10968594490681596	-0.02390740674872434	-0.2310800238495237	0.019788364294004143
-0.0005465913404962448	-0.004657077126652703	-0.04437034519833215	0.23920368206483256	0.000937919378999584	-0.18153567590881933	0.016697035938833593
